Observation_ID,Common_Name,Scientific_Name,Family,Genus,Observed_Length_(m),Observed_Weight_(kg),Age_Class,Sex,Date_of_Observation,Country/Region,Habitat_Type,Conservation_Status,Observer_Name,Notes
588,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.05,71.9,Subadult,Unknown,12-07-2012,Philippines,Rivers,Critically_Endangered,Kayla_Keller,Worry_whatever_spend_admit_growth_animal.
589,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.9,428.9,Subadult,Unknown,07-06-2013,Venezuela,Flooded_Savannas,Critically_Endangered,Erika_Wallace,Machine_school_soldier_give_voice_walk_live_probably_record_beyond.
590,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.37,601.3,Adult,Male,01-09-2005,Uganda,Lakes,Least_Concern,Lawrence_Joseph,Then_size_respond_all_marriage_beautiful_strategy_you_would_level_to_western.
591,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,1.25,102.9,Juvenile,Male,21-06-2005,Venezuela,Flooded_Savannas,Critically_Endangered,Mr._David_Jackson,Black_year_ahead_upon.
592,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.39,98.6,Adult,Female,13-09-2024,Papua_New_Guinea,Lakes,Least_Concern,James_Ramirez,Program_week_provide_program_two_plant_man.
593,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,0.46,36.7,Hatchling,Unknown,07-08-2011,Cuba,Swamps,Critically_Endangered,Faith_Walker,Short_over_popular_help_response_save_high_politics_no_task_speak.
594,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.99,779.4,Subadult,Unknown,17-10-2018,Australia,Mangroves,Least_Concern,Brian_Miller,Future_or_could_walk_of_camera_finish_herself_say.
595,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.32,102.4,Subadult,Unknown,06-02-2016,Chad,Lakes,Least_Concern,Kevin_Lee,Woman_floor_half_quickly_someone_mind_own_develop_house_Mrs_leave_certain_wall.
596,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.31,514.4,Subadult,Female,17-09-2010,Philippines,Estuaries,Least_Concern,Kathryn_Bryant,Exist_section_support_still_alone_floor_maybe_read_event_summer.
597,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,2.97,168.8,Subadult,Female,30-07-2013,Mexico,Estuaries,Vulnerable,Lynn_Lewis,Region_heavy_wonder_four_still_decision_run_special_red_apply_tend_condition.
598,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,2.78,121,Subadult,Female,10-11-2005,Iran,Rivers,Vulnerable,Mr._William_Hopkins,Yard_nature_front_question_wrong_serious_hospital_month.
599,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.16,25.5,Juvenile,Unknown,05-08-2021,Philippines,Freshwater_Marshes,Critically_Endangered,Michael_Lee,Hour_capital_sell_oil_source_sure_report_leader_clear_case_receive_fact_certain.
600,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.63,97.4,Adult,Female,03-09-2019,Australia,Billabongs,Least_Concern,Paul_Moss,Gun_task_big_size_teach.
601,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.57,217.9,Subadult,Male,09-01-2012,Sri_Lanka,Marshes,Vulnerable,William_Shelton,Unit_benefit_wind_conference_appear_woman_practice_order_wide.
602,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.08,66.9,Subadult,Unknown,18-09-2023,Philippines,Rivers,Critically_Endangered,Jennifer_Johnson,However_few_other_common_seat_simply_yard_provide.
603,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.6,101,Adult,Unknown,13-08-2022,Indonesia,Rivers,Data_Deficient,John_Meyers,Every_president_happen_build_bar_majority_protect_meeting.
604,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.24,38.1,Juvenile,Female,10-10-2017,Indonesia,Rivers,Least_Concern,Kenneth_Armstrong,Really_behind_or_himself_yourself_reflect_fear_by_foot.
605,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,0.37,78.9,Hatchling,Female,15-05-2011,Cuba,Estuaries,Vulnerable,Shannon_Medina,Spend_after_new_movie_speech_major_million_once_research_so_buy.
606,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.97,11.3,Subadult,Male,01-12-2007,Sierra_Leone,Small_Streams,Vulnerable,Tracie_Merritt,Television_receive_accept_language_fire_always_offer_present_because.
607,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,1.95,80.8,Subadult,Female,09-06-2006,Gabon,Forest_Rivers,Endangered,Paul_Miller,Media_hair_name_institution_war_a_feel_watch_mind_situation.
608,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.85,122.1,Subadult,Unknown,25-11-2023,Indonesia,Swamps,Least_Concern,Jill_Ray,Mission_worry_goal_Mrs_decide_between_standard_down.
609,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,1.67,49.8,Juvenile,Male,18-05-2010,Indonesia,Estuarine_Systems,Data_Deficient,Elijah_Wall,Own_democratic_grow_campaign_performance_avoid_effort_high_tough_hundred.
610,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.34,65.2,Subadult,Female,19-09-2006,Australia,Gorges,Least_Concern,David_Coleman,Movie_audience_run_yet_recent_cover_head_price.
611,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.94,122.6,Adult,Unknown,12-05-2015,Malaysia,Estuarine_Systems,Data_Deficient,Lisa_Barnes,First_skin_her_who_easy_establish_mother_range_image.
612,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.31,79.3,Adult,Female,08-05-2015,Philippines,Freshwater_Marshes,Critically_Endangered,Brandon_Blankenship,Chair_something_event_better_woman_develop_weight_situation_but_money_then_open_southern.
613,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.61,210.9,Adult,Unknown,04-04-2007,Sri_Lanka,Reservoirs,Vulnerable,Gregory_Armstrong,Necessary_parent_to_color_water_hope.
614,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.42,25.3,Adult,Female,17-08-2020,Congo,Forest_Swamps,Data_Deficient,Patrick_Faulkner,Necessary_think_I_or_else_rather_require_price_central_nothing_environment_truth_police_have_since.
615,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,1.68,36.8,Juvenile,Male,17-06-2014,Australia,Freshwater_Rivers,Least_Concern,Jennifer_Ellis,Worry_sometimes_maybe_every_into_walk_thing_sport_figure_teach_water_image.
616,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.3,78.4,Adult,Unknown,24-08-2009,Philippines,Rivers,Critically_Endangered,Brandon_Miller,War_close_arm_sea_never_manage.
617,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.09,145.8,Subadult,Female,31-07-2019,Iran,Reservoirs,Vulnerable,Tonya_Coleman,Usually_carry_marriage_rate_quality_mother_by.
618,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,2.6,130,Subadult,Unknown,14-08-2020,Colombia,Estuaries,Vulnerable,Connor_Guerra,Research_reflect_see_each_school_week.
619,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.66,351.5,Subadult,Female,18-06-2016,Venezuela,Large_Rivers,Critically_Endangered,Shirley_Rice,Amount_large_collection_us_shake_tough_company_happen_card_government_anything_many.
620,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.69,738.4,Adult,Male,01-02-2008,Tanzania,Reservoirs,Least_Concern,Wayne_Morgan,Story_surface_tax_face_low_enter_able_piece_hour.
621,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.29,84.4,Adult,Unknown,05-09-2024,Philippines,Freshwater_Marshes,Critically_Endangered,Tanya_Haley,Stay_along_leg_pay_major_green_past_forget_government_accept_three_control.
622,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.95,67.5,Subadult,Female,08-09-2012,Papua_New_Guinea,Lakes,Least_Concern,Brian_Vasquez,More_together_improve_tree_according_show_economic_likely_hear.
623,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.44,509.4,Subadult,Female,28-07-2006,India,Estuaries,Least_Concern,Steven_Herrera,Board_just_style_class_government_its_grow.
624,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.62,38.9,Adult,Female,06-04-2021,Philippines,Rivers,Critically_Endangered,Christina_Lopez,Card_inside_former_all_program.
625,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2,60.9,Adult,Female,05-05-2024,Philippines,Freshwater_Marshes,Critically_Endangered,Tina_Bird,Inside_nearly_son_research_foot_share_think_maybe.
626,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.04,75.6,Juvenile,Female,03-08-2014,Mali,Lakes,Least_Concern,Sarah_Price,Whatever_society_call_general_add_range_appear_stop_involve_others.
627,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.82,117.4,Adult,Female,13-08-2006,Cuba,Freshwater_Wetlands,Critically_Endangered,John_Campbell,Set_easy_check_memory_economic_short_ten_yes_easy.
628,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.23,87.7,Subadult,Unknown,15-05-2013,Philippines,Rivers,Critically_Endangered,Christina_Mccarthy,Red_maybe_Congress_yeah_option_play_director.
629,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.71,275.8,Subadult,Unknown,27-11-2020,Colombia,Mangroves,Vulnerable,Andrew_Mooney,International_pattern_before_anything.
630,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.4,109.3,Subadult,Female,20-07-2010,Sudan,Oases,Least_Concern,Eric_Schultz,Develop_international_article_interview_appear_body_hair.
631,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,3.39,381.1,Adult,Male,18-08-2016,Uganda,Reservoirs,Least_Concern,Michelle_Wright,Consider_a_produce_focus_experience.
632,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.83,125.6,Adult,Unknown,02-07-2024,Indonesia,Rivers,Data_Deficient,Lawrence_Jordan,Way_hair_fight_best_add_necessary_technology_former_scientist_guess.
633,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,1.35,44,Juvenile,Unknown,16-05-2014,Cuba,Swamps,Critically_Endangered,Kendra_Watson,Decide_himself_thought_candidate_sea_build_only_treatment_pressure_couple_relate.
634,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,2.08,134.5,Juvenile,Male,29-04-2006,Venezuela,Large_Rivers,Critically_Endangered,Angela_Payne,Feeling_listen_set_move_child_campaign_industry_represent_through_service.
635,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,0.91,29.3,Juvenile,Male,19-02-2018,Indonesia,Estuarine_Systems,Data_Deficient,Kristina_Reed,Large_response_treat_attack_industry_use_mean_against_out_recent_can_animal_not.
636,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,1.76,51.2,Adult,Female,27-11-2025,Belize,Rivers,Least_Concern,Melissa_Yang,Manager_mouth_message_avoid_just_meeting_none_hope_parent_deal_about_occur.
637,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.68,118.3,Subadult,Female,01-08-2024,Malaysia,Rivers,Data_Deficient,Alexa_Mcfarland,Lay_remain_modern_field_detail_remain_need.
638,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,1.33,55.6,Juvenile,Female,20-07-2016,Côte_d'Ivoire,Shaded_Forest_Rivers,Critically_Endangered,Angel_Allen,Policy_walk_everyone.
639,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.56,95.7,Subadult,Unknown,23-10-2022,Papua_New_Guinea,Swamps,Least_Concern,Shane_Williams,Writer_decide_break_possible_plan_win_foot_watch_this_enough.
640,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.68,134.5,Adult,Unknown,18-09-2005,Cameroon,Swamps,Endangered,Steven_Phillips,Personal_action_green_room.
641,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.13,60.4,Adult,Male,30-09-2009,Australia,Gorges,Least_Concern,David_Smith,Blood_second_high_president_thank_plant_nearly_stage_determine.
642,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.88,141.9,Adult,Male,17-02-2021,Belize,Lagoons,Least_Concern,Kevin_Morton,Choose_discussion_risk_happy_total_behavior_consider_continue_television_country_make_role_positive_again.
643,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.16,73.6,Subadult,Unknown,14-06-2006,Guatemala,Rivers,Least_Concern,Christopher_Long,Could_century_interview_lawyer_population_I_right_case_seek_activity_between_himself_body_add_store_various.
644,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,1.18,40.5,Juvenile,Male,13-09-2021,Mali,Oases,Least_Concern,Randy_Adams,Outside_society_act_social_my_stand_system_be_cause_service_throughout_spring_film_look_during.
645,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,3.38,203.8,Adult,Female,20-04-2022,Cuba,Freshwater_Wetlands,Critically_Endangered,Debra_Stephens,Stay_bill_father_memory_student_center_treatment_agency.
646,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.42,223.3,Adult,Unknown,09-10-2005,Iran,Reservoirs,Vulnerable,Charles_Rios,Tv_range_rather_resource_top_man_yard_different.
647,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.29,15.6,Adult,Female,04-06-2008,Cameroon,Forest_Swamps,Vulnerable,Diane_Jones,Brother_type_turn_time_page_concern_most_outside_quickly.
648,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,1.28,298.1,Juvenile,Female,16-03-2020,Papua_New_Guinea,Tidal_Rivers,Least_Concern,Michael_Turner,Give_billion_trouble_product_usually_specific_represent_baby_able_value_chance.
649,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.42,111.8,Adult,Male,09-12-2007,Niger,Oases,Least_Concern,Erica_Myers,Spring_both_into_risk_certain_follow_camera.
650,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,0.8,24,Juvenile,Unknown,10-08-2019,Australia,Billabongs,Least_Concern,Heather_Snyder,Really_including_soldier_four_soon_president_early_industry.
651,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.42,107.5,Subadult,Male,24-07-2016,Cuba,Swamps,Critically_Endangered,Joseph_Patel_PhD,Base_resource_money_since_specific_despite_beautiful_gun.
652,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,1.74,63.9,Juvenile,Unknown,09-10-2019,Mali,Lakes,Least_Concern,Samuel_Cox,Whatever_TV_arrive_glass_support_term_standard_far_century_table_will_tree_drug_still.
653,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,1.49,55.6,Juvenile,Female,21-02-2011,Cambodia,Oxbow_Lakes,Critically_Endangered,Chad_Hayden,Help_ago_who_he_reduce_production.
654,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,1.97,77.9,Juvenile,Male,03-02-2014,Senegal,Rivers,Least_Concern,Ryan_Harrell,Chair_center_each_actually_store_indicate_she.
655,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.52,29.1,Adult,Unknown,14-10-2007,Congo,Forest_Swamps,Data_Deficient,Charles_Rose,Like_reveal_know_population_actually_born_art.
656,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,2.68,202.8,Adult,Male,13-08-2017,Colombia,Large_Rivers,Critically_Endangered,Lindsey_Thompson,Action_strategy_quite_then_never.
657,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,0.26,34.1,Hatchling,Unknown,16-04-2025,Belize,Lagoons,Least_Concern,Tamara_Shaw,Interest_church_win_miss_within_by_deep_people_despite_contain_second_nice.
658,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.53,140.1,Adult,Unknown,16-09-2009,Nigeria,Shaded_Forest_Rivers,Critically_Endangered,Rose_Mcdonald,Present_if_herself_area_he_interest.
659,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.46,208.3,Subadult,Unknown,20-09-2010,Nepal,Marshes,Vulnerable,Brian_Cox,Agreement_executive_must_assume_others_series_finally_necessary.
660,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,1.58,48.3,Juvenile,Unknown,18-08-2020,Senegal,Rivers,Least_Concern,Amanda_Adams,North_nor_so_animal_fire_want_across_ground_executive_huge_crime_sell_rise_wind.
661,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.23,4.4,Hatchling,Male,02-12-2016,Guinea,Small_Streams,Vulnerable,Anne_Russell,Big_space_change_onto_him_only_system_face.
662,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,0.71,30.5,Juvenile,Male,29-06-2013,Papua_New_Guinea,Lakes,Least_Concern,Joel_Mcclure,Well_discuss_democratic_race_cell.
663,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.24,15.1,Adult,Female,16-05-2017,Liberia,Forest_Swamps,Vulnerable,Wendy_Mason,Prepare_us_game_size_fund_growth_task_issue.
664,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,4.02,441,Adult,Unknown,04-05-2018,Colombia,Flooded_Savannas,Critically_Endangered,Patricia_Hughes,Young_parent_when_note_yes_best.
665,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.06,74.5,Adult,Male,07-08-2025,Laos,Oxbow_Lakes,Critically_Endangered,Randall_Collins,Material_lawyer_college_fast_attention_office.
666,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.25,174,Adult,Male,06-11-2011,Indonesia,Estuarine_Systems,Data_Deficient,Benjamin_Page,Election_list_eight_theory_practice_cell_buy_notice_always_teacher_husband_tax_true_can.
667,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,3.38,161.3,Adult,Male,04-09-2021,Indonesia,Rivers,Least_Concern,Ryan_Crane,Base_including_late_theory_yard_amount_within_arm_so_record_night_choice_black.
668,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.29,647.7,Adult,Unknown,19-10-2007,South_Africa,Rivers,Least_Concern,Kelly_Nash,Hold_left_behavior_letter_politics_too_let.
669,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.18,571.8,Adult,Unknown,05-05-2020,Nigeria,Rivers,Least_Concern,Nicholas_Lowery,Should_current_forget_fish_you_main_reduce_live_everything_although_choose_like_policy_floor.
670,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.98,357.4,Adult,Unknown,04-12-2012,Venezuela,Flooded_Savannas,Critically_Endangered,Kyle_James,Smile_without_degree_deep_age_serve_institution_edge_compare_center_event_bank_them.
671,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.56,130.6,Adult,Male,05-07-2011,Niger,Lakes,Least_Concern,Jason_Lewis,Contain_approach_time_investment_white_father_cup_walk_loss.
672,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.29,88.8,Adult,Unknown,25-07-2016,Cambodia,Swamps,Critically_Endangered,Rachel_Sheppard,Great_realize_home_act_situation_others_back_property_pattern_food_worry_voice_sea_say.
673,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.05,624.1,Adult,Male,07-01-2014,Indonesia,Estuaries,Least_Concern,Chris_Ellis,Material_first_society_purpose_enjoy.
674,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.39,94.9,Subadult,Male,23-07-2015,Malaysia,Estuarine_Systems,Data_Deficient,Virginia_Harding,Plant_police_official_already_second_could_recent.
675,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.58,91.1,Subadult,Unknown,14-06-2009,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Lindsay_Robinson,Weight_will_officer_add_sport_administration_to_maybe.
676,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.51,642.3,Adult,Unknown,18-12-2010,Australia,Coastal_Wetlands,Least_Concern,Melissa_Banks,Increase_goal_stock_international_wind_from_unit_learn_health_need_class_job_expect_process_quite.
677,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.38,22.7,Subadult,Female,13-12-2007,Congo,Forest_Swamps,Data_Deficient,Michaela_Pace,Yet_south_billion_power.
678,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.95,147.2,Subadult,Female,09-10-2015,Cuba,Swamps,Critically_Endangered,Jennifer_Crawford,Until_between_know_ok_allow_face_inside_development_lawyer_high_crime_light_buy_whose_trial_include_star_region.
