row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,description,amazon_price_usd,bgg_store_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,boardtopia_price_usd,cardhaus_games_price_usd,cloak_&_gamer_price_usd,collector_store_llc_price_usd,dryad_games_price_usd,ebay_price_usd,elevated_board_games_price_usd,fowers_games_price_usd,game_summon_price_gbp,game_summon_price_usd,gamers_guild_az_price_usd,hachette_boardgames_usa_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,link_to_game,miniature_market_price_usd,noble_knight_games_price_usd,philibert_price_eur,philibert_price_usd,ranks_children's,renegade_game_studios_price_usd,spiele-offensive.de_price_eur,spiele-offensive.de_price_usd,stonemaier_games_price_usd,suggested_retail_price_usd,usedgames.ca_price_cad,usedgames.ca_price_usd,wellplayed_price_chf,wellplayed_price_usd,zatu_games_price_gbp,zatu_games_price_usd,zulu's_board_game_cafe_price_usd
1053,Genoa,2001,2,5,60.0,120.0,12.0,7.044,6245,3.07,1053,8026,1180,8148,142,615092,1.43,2171,3,1941,403,310,22,49,85,178,370,964,2000,1800,672,171,Negotiation;Renaissance,Auction / Bidding;Bribery;Dice Rolling;Grid Movement;Negotiation;Pick-up and Deliver;Set Collection;Trading,"Cities: Genoa (Liguria, Italy);Occupation: Merchant;Series: Alea Big Box;Series: Filosofia Reprints",Rüdiger Dorn,David Cochard;Franz Vohwinkel,alea;Ravensburger;asmodee;Competo / Marektoy;Filosofia Éditions;Lacerta;Quined White Goblin Games;Rio Grande Games,,Stefan Brück,,,,,,634,,,,,,,Negotiate with your fellow traders to deliver goods and letters through Genoa.,34.1,,,,,,,,,24.95,,,,,,,,,https://boardgamegeek.com/boardgame/1345/genoa,,25.0,,,,,,,,,,,,,,,
1054,Tragedy Looper,2011,2,4,120.0,120.0,13.0,7.182,4731,3.55,1054,9396,1529,8568,322,644398,1.58,1136,38,1740,418,192,23,34,76,139,268,715,1300,1300,625,290,Bluffing;Card Game;Deduction;Murder / Mystery,Communication Limits;Deduction;Grid Movement;Hand Management;Memory;Team-Based Game,Game: Tragedy Looper;Misc: Limited Replayability;Players: One versus Many;Theme: Anime / Manga;Theme: Time Travel,BakaFire,Bascu;Rei Konno,BakaFire Party;Asterion Press;Devir;Filosofia Éditions;Lavka Games;MTS Games;Mysterious Island Games;Studio Yax;Z-Man Games,,,,,,,,631,227,,,,,,"Players live, die, and repeat in order to outwit and defeat the evil Mastermind.",44.04,,,,,,,,,9.99,,,,,,,,,https://boardgamegeek.com/boardgame/148319/tragedy-looper,,18.0,,,,,,,,,,,,,,,
1055,Gloomhaven: Buttons & Bugs,2024,1,1,20.0,20.0,10.0,7.56,2871,3.29,1055,13003,1598,20500,643,617770,1.45,635,743,531,147,136,24,13,25,42,76,258,669,1100,440,209,Adventure;Card Game;Fantasy;Fighting;Miniatures,Campaign / Battle Card Driven;Card Play Conflict Resolution;Critical Hits and Failures;Grid Movement;Hand Management;Hexagon Grid;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Storytelling;Variable Player Powers,Category: Dized Tutorial;Components: Dice with Icons;Components: Miniatures;Creatures: Monsters;Crowdfunding: BackerKit;Game: Gloomhaven;Misc: Forteller Audio Narration;Players: Solitaire Only Games,Joe Klipfel;Nikki Valens,Yanis Cardin;Mofei Wang,Cephalofair Games;Feuerland Spiele;Gém Klub Kft.;Lord of Boards,,,Arch Anderson;Jason D. Kingsley,Chris Lewis,Jaym Gates,Isaac Childres,,614,,,,,,,Gloomhaven in the palm of your hand!,19.94,,21.95,15.96,,,,,,14.95,,,,,,,,,https://boardgamegeek.com/boardgame/393672/gloomhaven-buttons-and-bugs,20.0,,,,,,,,,24.99,,,,,,,19.99
1056,Black Rose Wars: Rebirth,2023,1,4,90.0,240.0,14.0,8.446,1732,3.68,1056,4645,838,5194,2228,484785,1.48,397,134,213,48,77,12,5,10,13,27,55,181,432,540,457,Card Game;Fantasy;Miniatures,"Card Play Conflict Resolution;Deck, Bag, and Pool Building;End Game Bonuses;Hand Management;Modular Board;Scenario / Mission / Campaign Game;Simultaneous Action Selection;Solo / Solitaire Game;Variable Player Powers",Components: Miniatures;Crowdfunding: Gamefound;Crowdfunding: Kickstarter;Players: Games with Solitaire Rules;Setting: Nova Aetas Chronicles,Andrea Colletti;Diego Fonseca;Marco Montanaro,Simone de Paolis;Angelica Donarini;Cristian Casado Otazu;Giovanni Pirrotta;Vincenzo Pratticò,Ludus Magnus Studio;Czacha Games;Hobby World;Intrafin Games;Pegasus Spiele;Rawstone;Ігромаг,Marco Montanaro,Marco Presentino,Paolo Scippo,Fernando Armentano;Tommaso Incecchi,,,,532,,,,,,,"In the ruins of the Black Rose Lodge, mages battle to become the new Grand Magister.",234.99,,,,,,,,,43.82,,,,,,,,,https://boardgamegeek.com/boardgame/342444/black-rose-wars-rebirth,,329.95,,,,,,,,,,,,,52.89,71.46,
1057,Tajemnicze Domostwo,2013,2,7,30.0,60.0,8.0,7.085,5512,1.83,1057,5410,1021,20729,285,597811,1.45,983,21,1152,151,109,10,31,85,150,332,923,1600,1500,617,207,Deduction;Murder / Mystery,Communication Limits;Cooperative Game;Finale Ending;Hand Management,Admin: Better Description Needed!;Game: Mysterium;Mechanism: Image Interpretation;Theme: Dreams / Nightmares;Theme: Mystery / Crime;Theme: Spooky Old Houses,Oleksandr Nevskiy;Oleg Sidorenko,Mateusz Bielski;Igor Burlakov;Mariusz Gandzel;Oleksandr Nevskiy;Oleg Sidorenko;Karolina Węcka,Portal Games;Brain Games;IGAMES;Magellan;uplay.it edizioni,,,,,,,,,246,,,,,52,"Each night, a ghost gives a group of psychics visual clues to reveal who killed them.",43.99,,46.95,34.14,,,,,,6.74,,,,,,,,,https://boardgamegeek.com/boardgame/113997/tajemnicze-domostwo,,17.0,,,,,,,,54.99,,,,,12.45,16.82,
1058,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,2008,1,4,120.0,120.0,10.0,7.501,3081,3.0,1058,4010,1016,6480,386,883817,1.49,1035,1,1242,210,176,20,16,18,62,130,318,765,992,541,225,Wargame;World War II,Action Points;Dice Rolling;Hexagon Grid;Modular Board;Simulation,Country: Germany;Country: Soviet Union;Decades: The 1940's;Digital Implementations: VASSAL;History: World War II (Eastern Front);Players: Games with Solitaire Rules;Players: Wargames with Solitaire Rules;Series: Conflict of Heroes (Academy Games),Uwe Eickert,Steve Paschal,"Academy Games, Inc.;Phalanx Games Deutschland",,,,,,,,,,,96,,,,Fast-paced tactical wargame of the Eastern Front during Operation Barbarossa.,,,,,,,,,,24.0,,,,,,,,,https://boardgamegeek.com/boardgame/24800/conflict-of-heroes-awakening-the-bear-russia-1941,,15.0,,,,,,,,,,,,,,,
1059,Cockroach Poker,2004,2,6,20.0,20.0,8.0,6.805,15355,1.1,1059,27103,2130,71607,455,699673,1.47,2950,545,1864,292,216,45,128,268,536,1200,3200,5100,3300,1200,455,Bluffing;Card Game;Party Game,Hand Management;Set Collection;Single Loser Game,Animals: Bats;Animals: Cockroaches;Animals: Frogs / Toads;Animals: Insects;Animals: Rats;Animals: Spiders;Series: Ugly Animals (Drei Magier),Jacques Zeimet,Rolf Vogt,"Drei Magier Spiele;999 Games;ADC Blackfire Entertainment;Coiledspring Games;Competo / Marektoy;Corfix;Devir;G3;Gém Klub Kft.;Gigamic;Kod Kod;Korea Boardgames;Lanlalen;Lion Rampant Imports;Möbius Games;Oya;Rebel Sp. z o.o.;Swan Panasia Co., Ltd.",,,,,,,,,,,,,,82,It's a cockroach. It's a fly. Will you call the bluff or pass on a trick of your own?,53.97,,15.95,11.6,,10.99,,,,6.99,,,,,,,,,https://boardgamegeek.com/boardgame/11971/cockroach-poker,9.99,,,,,,,,,,,,,,12.99,17.55,
1060,Dungeons & Dragons: Castle Ravenloft Board Game,2010,1,5,60.0,60.0,12.0,6.98,9449,2.5,1060,17796,2309,23171,1300,1624788,1.44,2276,27,2771,510,332,20,53,132,303,623,1700,3100,2400,817,360,Adventure;Exploration;Fantasy;Fighting;Horror;Miniatures,Cooperative Game;Dice Rolling;Grid Movement;Modular Board;Role Playing;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Variable Player Powers,Category: Dungeon Crawler;Creatures: Vampires;Players: Games with Solitaire Rules;Series: Dungeons & Dragons Adventure System Board Games;Setting: Dungeons & Dragons;Versions & Editions: Board Game Versions of Role-Playing Games,Rob Heinsoo;Peter Lee;Mike Mearls;Bill Slavicsek,Jesper Ejsing;Jason Engle;Andrew Hou;Warren Mahy;Wayne Reynolds;Keven Smith,Wizards of the Coast,,,,,,,,,299,,,,,,The master of Ravenloft is having guests for dinner – and you are invited!,73.0,,,,,,,,,1.49,,,,,,,,,https://boardgamegeek.com/boardgame/59946/dungeons-and-dragons-castle-ravenloft-board-game,,25.0,,,,,,,,76.99,,,,,,,
1061,Tidal Blades: Heroes of the Reef,2020,1,4,60.0,90.0,14.0,7.458,3221,2.94,1061,7014,2017,7718,821,624157,1.45,791,35,983,210,169,12,12,33,63,147,317,806,1100,551,206,Fantasy,Dice Rolling;Hand Management;Kill Steal;Open Drafting;Re-rolling and Locking;Set Collection;Solo / Solitaire Game;Turn Order: Claim Action;Variable Player Powers;Worker Placement,Components: Dice with Icons;Components: Game Trayz Inside;Components: Miniatures;Creatures: Monsters;Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Theme: Anthropomorphic Animals,Tim Eisner;Ben Eisner,Lina Cossette;David Forest,Druid City Games;Skybound Tabletop;Galakta,,Derek Funkhouser;James Hudson;Ben Kepner,Lina Cossette;Kate Finch;David Forest,Heriberto Valle Martinez,,Tim Eisner;Kate Finch;Joel Finch,Noah Adelman;Bryce Cook,606,,,,,,,"Join a tournament to become a Tidal Blade, guardian of the island realm.",104.0,,,,,,,,,81.29,,,,,,,,,https://boardgamegeek.com/boardgame/233262/tidal-blades-heroes-of-the-reef,,34.0,,,,,,,,,,,,,,,
1062,Rajas of the Ganges: The Dice Charmers,2020,2,5,30.0,45.0,12.0,7.494,2845,2.28,1062,5874,679,22444,136,188049,1.13,452,156,628,85,92,3,5,9,22,74,266,870,1100,368,101,Dice,Dice Rolling;Paper-and-Pencil;Race,Components: Dice with Icons;Country: India;Digital Implementations: Yucata;Game: Rajas of the Ganges;Mechanism: Dice Drafting;Mechanism: Roll-and-Write;Religious: Hinduism;Versions & Editions: Dice Versions of Non-Dice Games;Versions & Editions: Roll- or Flip-and-Write Versions of Non-Writing Games,Inka Brand;Markus Brand,Dennis Lohausen,HUCH!;Dice Realm;nostalgia (III);R&R Games,,,,,,,,,,244,,,,,"Discover the world of ""Rajas of the Ganges"" in a roll-and-write version.",19.0,,,,,,,,,23.94,,,,,,,,,https://boardgamegeek.com/boardgame/318553/rajas-of-the-ganges-the-dice-charmers,,,,,,,,,,,,,,,15.65,21.15,
1063,DC Deck-Building Game,2012,2,5,45.0,45.0,15.0,7.043,7799,2.0,1063,13008,869,39129,705,781711,1.49,1509,191,1477,321,110,23,46,116,239,528,1300,2500,1900,811,361,Card Game;Comic Book / Strip,"Deck, Bag, and Pool Building;Open Drafting",Comic Books: DC Universe;Comic Books: Superman;Game: Cerberus Engine – Heroes;Theme: Superheroes,Matt Hyra;Ben Stoll,(Uncredited),Cryptozoic Entertainment;Broadway Toys LTD;Cosmic Games;Don't Panic Games;Egmont Polska;KOSMOS,,,,,,,,,326,,,,,,Build a powerful deck to thwart super-villains in defense of the DC universe.,,,,,,,,,,7.99,,,,,,,,,https://boardgamegeek.com/boardgame/125678/dc-deck-building-game,,75.0,,,,,,,,,,,,,36.99,49.98,
1064,Yedo: Deluxe Master Set,2020,1,5,60.0,90.0,12.0,7.917,1923,3.21,1064,4547,717,5206,262,349179,1.37,518,19,519,80,169,13,3,10,17,39,116,333,693,510,189,Medieval,Action Queue;Auction / Bidding;Hand Management;Set Collection;Solo / Solitaire Game;Worker Placement,Country: Japan;Crowdfunding: Kickstarter;Crowdfunding: Spieleschmiede;Game: Yedo;History: Edo Period;Misc: LongPack Games,Thomas Vande Ginste;Wolf Plancke,Jakub Fajtanowski;Zbigniew Umgelter;Franz Vohwinkel,Board&Dice;Giant Roc;TCG Factory,Dávid Turczi,Błażej Kubacki;Małgorzata Mitura;Andrei Novac,Zbigniew Umgelter,,,,,530,,,,,,,Sabotage rival clans by completing cloak-and-dagger missions in the city of Yedo.,199.98,,,,,,,,,189.95,,,,,,,,,https://boardgamegeek.com/boardgame/281466/yedo-deluxe-master-set,,225.0,,,,,,,,,,,,,,,
1065,Napoleon's Triumph,2007,2,2,180.0,180.0,12.0,7.998,1849,3.66,1065,2987,1477,3563,347,843948,1.73,817,22,567,59,403,18,10,21,31,57,131,284,480,417,400,Napoleonic;Wargame,Area Movement;Secret Unit Deployment;Simulation,Cities: Austerlitz (Czech Republic);Components: Block Wargames;Components: Wooden pieces & boards;Country: Czech Republic;Players: Two-Player Only Games,Bowen Simmons,Jean-Louis Ernest Meissonier,Histogame;Simmons Games,,,,,,,,,,,24,,,,A tactical-level block wargame simulating the Battle of Austerlitz.,,,,,,,,,,269.99,,,,,,,,,https://boardgamegeek.com/boardgame/18098/napoleons-triumph,,,,,,,,,,,,,,,,,
1066,Atiwa,2022,1,4,30.0,120.0,12.0,7.464,2972,2.73,1066,5172,1348,11109,263,395011,1.1,572,107,590,100,212,3,2,10,22,76,306,904,1200,363,90,Animals;Economic;Educational;Environmental;Farming;Territory Building,Automatic Resource Growth;End Game Bonuses;Modular Board;Turn Order: Claim Action;Worker Placement,Animals: Bats;Animals: Goats;Components: Control Boards;Components: Meeples (Animal) / Animeeples;Components: Wooden pieces & boards;Continents: Africa;Country: Ghana;Mechanism: Tableau Building;Occupation: Farmer;Players: Games with Solitaire Rules;Series: Harvest (Uwe Rosenberg);Theme: Ecology;Theme: Endangered / Extinct species;Theme: Environmental Protection / Degradation / Pollution;Theme: Food / Cooking;Theme: Trees and Forests,Uwe Rosenberg,Andy Elkerton,Lookout Games;999 Games;GoKids 玩樂小子;Hobby Japan;Rebel Sp. z o.o.,,,Klemens Franz,,Grzegorz Kobiela,,,577,,,,,,,Choose your actions carefully as you balance the needs of the community and nature.,50.49,,60.95,44.31,,49.99,,,,29.95,,,,,,,,,https://boardgamegeek.com/boardgame/362452/atiwa,,35.0,,,,,,,,,,,,,,,51.99
1067,Primal: The Awakening,2024,1,4,60.0,90.0,14.0,8.604,1512,3.84,1067,3399,1751,8191,961,776131,1.5,481,185,198,21,242,11,3,12,15,15,49,122,289,521,475,Fantasy;Fighting;Miniatures,Cooperative Game;Hand Management;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Variable Player Powers,Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Mechanism: Campaign Games;Theme: Boss Battle,Tommaso Mondadori;Alberto Parisi,Daniel Comerci,Reggie Games;CrowD Games,,,,,,,,537,125,,,,,,Hunters co-op to slay epic monsters with crafted weapons and card combos.,599.99,,,,,,,,,324.99,,,,,,,,,https://boardgamegeek.com/boardgame/303731/primal-the-awakening,,,,,,,,,,,,,,,,,
1068,Lowlands,2018,2,4,50.0,100.0,12.0,7.38,3257,3.07,1068,5317,1850,6816,180,411297,1.19,691,16,936,128,318,4,4,14,44,121,385,965,1200,430,92,Farming,Action Points;Set Collection;Tile Placement;Worker Placement,Animals: Sheep;Components: Meeples (Animal) / Animeeples;Country: Netherlands;Series: Uwe Rosenberg Collection (Feuerland Spiele),Claudia Partenheimer;Ralf Partenheimer,Andrea Boekhoff,Feuerland Spiele;DiceTree Games;Maldito Games;テンデイズゲームズ (TendaysGames);Z-Man Games,,,,,Julia Faeta,,,586,,,,,,,Compete and cooperate to breed your sheep and protect the lowlands from flooding.,,,,,,,,,,34.99,,,,,,,,,https://boardgamegeek.com/boardgame/242804/lowlands,,55.0,,,,,,,,,,,,,,,
1069,Adrenaline,2016,3,5,30.0,60.0,12.0,6.981,7075,2.37,1069,9187,1513,14657,276,634258,1.3,1468,33,1920,354,178,12,31,70,182,464,1200,2400,2000,542,139,Fighting;Miniatures;Science Fiction;Video Game Theme,Action Points;Grid Movement;Hand Management;Kill Steal;Open Drafting,Admin: Better Description Needed!;Components: Miniatures;Digital Implementations: Tabletopia;Players: Games with expansions that add solo play,Filip Neduk,Jakub Politzer,Czech Games Edition;Cranio Creations;Devir;DiceTree Games;GaGa Games;Heidelberger Spieleverlag;Hobby Japan;IELLO;Lex Games;MINDOK;Rebel Sp. z o.o.,,Petr Čáslava,,,,,,662,270,,,,,,Gear up to destroy opponents with loads of guns in this first-person shooter sim.,59.99,,54.95,39.95,,,,,,24.99,,,,,,,,,https://boardgamegeek.com/boardgame/202408/adrenaline,59.99,18.0,,,,,,,,,,,,,36.09,48.76,
1070,Signorie,2015,2,4,60.0,120.0,12.0,7.369,3255,3.51,1070,3545,816,9851,134,287732,1.24,613,22,835,92,192,9,4,17,46,145,362,936,1200,449,101,Dice;Renaissance,Dice Rolling;Set Collection;Variable Set-up;Worker Placement;Worker Placement with Dice Workers,Country: Italy;Digital Implementations: Board Game Arena;Mechanism: Dice Drafting,Andrea Chiarvesio;Pierluca Zizzi,Mariano Iannelli,What's Your Game?;Ghenos Games;hobbity.eu,,,,,,,,576,,,,,,,"Use your ever-growing family to influence civil, religious, and military power.",,,,,,,,,,90.0,,,,,,,,,https://boardgamegeek.com/boardgame/177678/signorie,,65.0,,,,,,,,,,,,,,,
1071,Castles of Mad King Ludwig: Collector's Edition,2022,1,5,60.0,90.0,13.0,8.278,1525,2.59,1071,4387,620,5399,178,181458,1.16,400,110,125,32,125,1,3,6,8,11,44,191,569,472,222,Post-Napoleonic;Puzzle,"Auction / Bidding;Auction: Dutch;End Game Bonuses;Hidden Victory Points;I Cut, You Choose;Increase Value of Unchosen Resources;Pattern Building;Set Collection;Tile Placement",Components: Game Trayz Inside;Country: Germany;Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Game: Castles of Mad King Ludwig;Misc: Mensa Select;Players: Games with Solitaire Rules;Region: Bavaria (Germany);Theme: Construction;Versions & Editions: Big Box Versions of Individual Games,Ted Alspach,Ted Alspach;Agnieszka Dabrowiecka;Alanna Kelsey,Bézier Games,,Dale Yu,Ted Alspach,,Ted Alspach,,Noah Adelman,512,,,,,,,"Satisfy the king's whims by building the best fantasy castle, now with more options.",,,,,,,,,,349.95,,,,,,,,,https://boardgamegeek.com/boardgame/326945/castles-of-mad-king-ludwig-collectors-edition,,315.0,,,,,,,,,,,,,,,
1072,Kitchen Rush,2017,1,4,30.0,45.0,12.0,7.217,4183,2.17,1072,6980,1595,15748,227,386854,1.3,718,28,1036,150,212,12,10,29,78,208,588,1300,1300,470,134,Real-time,Action Timer;Cooperative Game;Real-Time;Simulation;Solo / Solitaire Game;Worker Placement,"Components: Sand Timers;Crowdfunding: Kickstarter;Game: Kitchen Rush;Misc: LongPack Games;Players: Games with Solitaire Rules;Theme: Food / Cooking;Theme: Pub, Bars, Bistros...",Vangelis Bagiartakis;Dávid Turczi,Natalia Kordowska;Bartłomiej Kordowski,Artipia Games;Abraxas;Broadway Toys LTD;Ediciones MasQueOca;Flick Game Studio;Geek Attitude Games;Pegasus Spiele;Stronghold Games,Dávid Turczi,,,,,,,,231,287,,,,,"Juggle orders, prepare dishes, and stock the pantry to satisfy your hungry customers.",,,,,,,,,,20.0,,,,,,,,,https://boardgamegeek.com/boardgame/223953/kitchen-rush,,54.95,,,,,,,,,,,,,,,
1073,Tinners' Trail,2008,3,4,60.0,90.0,13.0,7.199,4152,2.83,1073,4107,563,8369,99,383887,1.22,1116,6,1036,198,156,10,14,26,56,194,556,1400,1500,397,84,Economic;Industry / Manufacturing,Action Points;Auction / Bidding;Dice Rolling;Turn Order: Time Track,Country: England;Region: Cornwall (England);Series: Treefrog Line (Warfrog);Theme: Mining,Martin Wallace,Peter Dennis;Andreas Resch,Treefrog Games;Broadway Toys LTD;IELLO;JKLM Games;Quined White Goblin Games;El Viejo Tercio;Warfrog Games,,,,,,,,603,,,,,,,Will you make a fortune mining tin and copper in 19th Century Cornwall?,,,,,,,,,,58.18,,,,,,,,,https://boardgamegeek.com/boardgame/35570/tinners-trail,,15.0,,,,,,,,,,,,,,,
1074,Sail,2023,2,2,20.0,20.0,11.0,7.319,3482,2.23,1074,9411,2565,20055,567,509376,1.19,726,1267,530,112,270,5,6,22,49,140,383,1100,1300,376,86,Card Game;Nautical;Pirates,Communication Limits;Cooperative Game;Hand Management;Modular Board;Scenario / Mission / Campaign Game;Track Movement;Trick-taking;Variable Player Powers,Components: Meeples;Components: Meeples (Monster);Creatures: Kraken;Digital Implementations: Board Game Arena;Players: Two-Player Only Games;Series: Small Box Big Game (Allplay);Series: Tricky Card Games (Allplay);Theme: Pirates,Akiyama Koryo;Kozu Yusei,Weberson Santiago,Allplay;BoardM Factory;CMON Global Limited;Devir;Reflexshop,,Taylor Reiner,Anca Gavril,,,,,,,268,,,,,Navigate your pirate ship together through tricky waters and avoid the Kraken!,24.0,,,,,,,,,18.5,19.99,,,,,,,,https://boardgamegeek.com/boardgame/377470/sail,16.0,,16.5,19.27,,,,,,,,,,,15.59,21.06,
1075,Santa Monica,2020,2,4,45.0,45.0,14.0,7.142,4792,2.14,1075,8206,1757,16248,298,400721,1.19,823,98,1415,231,198,5,11,35,72,212,698,1800,1500,374,122,City Building;Travel,Chaining;Open Drafting;Set Collection;Tags;Tile Placement,Digital Implementations: Yucata;Mechanism: Tableau Building;States: California;Theme: Amusement Parks / Theme Parks;Theme: Beaches;Theme: City,Josh Wood,Jeremy Nguyen;Josh Wood,Alderac Entertainment Group;Choo Choo Games;Delirium Games;FoxGames;Game Harbor;Little Rocket Games;Skellig Games;Vem Pra Mesa Jogos,,Scot Eaton;John Goodenough,Brigette Indelicato,,,,,641,,291,,,,,"Build a beach community in Southern California with tourists, locals, and fun shops.",93.07,,,,,,,,,24.99,,,,,,,,,https://boardgamegeek.com/boardgame/298065/santa-monica,,25.0,,,,,,,,,,,,,30.69,41.47,
1076,Pictomania (Second Edition),2018,3,6,20.0,40.0,8.0,7.566,2572,1.47,1076,5013,773,9979,83,146479,1.22,465,66,367,81,94,3,4,8,23,80,254,705,942,427,127,Action / Dexterity;Humor;Party Game;Real-time,Line Drawing;Paper-and-Pencil,Mechanism: Drawing,Vlaada Chvátil,Toby Allen;Sören Meding;Filip Murmak;Michaela Zaoralová,"Czech Games Edition;Cranio Creations;Devir;DiceTree Games;GaGa Games;Gém Klub Kft.;Hobby Japan;Lex Games;Lord of Boards;More Fun Co., Ltd.;Rebel Sp. z o.o.;TWOPLUS Games;White Goblin Games",,,,,,,,,,,,,,26,Draw as fast as you can—but make it obvious enough for people to guess correctly.,34.95,,23.95,17.41,,,,,,9.44,,,,,,,,,https://boardgamegeek.com/boardgame/252526/pictomania-second-edition,,10.0,,,,,,,,44.99,,,,,16.99,22.96,
1077,Orchard: 9 card solitaire game,2018,1,1,5.0,10.0,8.0,7.253,4025,1.19,1077,8592,1163,74663,410,383087,1.22,1013,587,673,92,90,7,7,21,45,179,553,1400,1300,404,140,Abstract Strategy;Card Game;Farming;Print & Play,Layering;Melding and Splaying;Pattern Building;Solo / Solitaire Game;Tile Placement,Category: Print-on-Demand;Contests: 9 Card Nanogame PnP;Crowdfunding: Kickstarter;Digital Implementations: Board Game Arena;Digital Implementations: Tabletopia;Food & Drink: Fruit;Mechanism: Partially overlapping cards;Players: Solitaire Only Games;Series: Harvesting (Side Room Games);Theme: Gardening,Mark Tuck,Mark Tuck,(Self-Published);(Web published);Abi Games;Board Game Circus;Dexker Games;Gam'inBIZ;Gameland 游戏大陆;GateOnGames;Giga Mech Games;Guf Studios;Lotus Frog Games;Meeple On Board;Melmac Games;Side Room Games;Treetato Studio,,,,,,,,,,284,,,43,,"Create the most fruitful micro orchard, but beware of rotten fruit!",19.99,,22.95,16.69,,36.99,,,,17.0,,,,,,,,,https://boardgamegeek.com/boardgame/245487/orchard-9-card-solitaire-game,,17.0,,,,,,,,,,,,,,,
